Epoch,Loss,Accuracy,Test Accuracy
19,0.8108496399307182,0.4324447482342219,0.36462368041315407
20,0.810426174396703,0.4335459861775651,0.36458570669096985
Epoch,Loss,Accuracy,Test Accuracy
1,0.16360830885169553,0.721880458722564,0.8042834358623833
2,0.1067571464148199,0.8066757803599909,0.8105870737449685
3,0.10007347746992068,0.8119921014657857,0.8141186299081036
4,0.09680983376463069,0.8108528898002583,0.810663021189337
5,0.09487125602925693,0.811726285410496,0.8127895496316548
6,0.0934536841787952,0.8129414445203919,0.8141566036302879
7,0.09223018200627896,0.8142325510746563,0.8152198678514468
8,0.09106659917121276,0.8162071846282373,0.8168147641831852
9,0.08986658080473242,0.8169666590719222,0.8168147641831852
10,0.08862748649257526,0.8178780284043442,0.8184856079592921
11,0.08736810560471753,0.8184476342371079,0.8185615554036607
12,0.08611254890478257,0.8191311612364244,0.8214095845674793
13,0.08490261664907409,0.8223969013442698,0.8251689830637199
14,0.08377409896566178,0.8253208779524569,0.8265740107845371
15,0.08274477689444694,0.8289283815599605,0.8300296195033037
16,0.08181273817712781,0.8310169362800942,0.831282752335384
17,0.08096158326748822,0.8310169362800942,0.8309789625579099
18,0.08017973838026715,0.8333333333333334,0.8383838383838383
19,0.07945029984445715,0.8383458646616542,0.837852206273259
20,0.07876307726729827,0.8392572339940761,0.8412698412698413
Epoch,Loss,Accuracy,Test Accuracy
1,0.33525615378739587,0.5203539150907572,0.5089997721576669
2,0.30427874135754035,0.5030378977747398,0.49259512417407153
3,0.29984670544993164,0.48667122351332875,0.48530416951469585
4,0.29733789633850166,0.4818485607959292,0.4779752411331359
5,0.29528513974332393,0.4770638718007139,0.4764562922457659
6,0.293414560226031,0.4769499506341612,0.4780891622996886
7,0.29163559161759234,0.4789625579099263,0.48241816662869297
8,0.28991560748755085,0.48484848484848486,0.48564593301435405
9,0.2882293263323404,0.4898230424546214,0.492519176729703
10,0.28656625373564154,0.4951393635604162,0.4985949722791828
11,0.2849148393323449,0.5022404496088707,0.5050505050505051
12,0.2832706885339291,0.5091896407685882,0.5132528290423027
13,0.2816180291038692,0.5176577808156756,0.5198982304245462
14,0.27996306818690037,0.5238854712538923,0.5285942128047392
15,0.27828374790734967,0.532543479911901,0.5363788258525101
16,0.2765794656258778,0.5399863294600137,0.5449229133439659
17,0.27485251642068875,0.5484544695071011,0.5518721045036834
18,0.27308049796385264,0.5554416343890028,0.5600364547732969
19,0.2712587210951095,0.5637578795473532,0.5674033568770411
20,0.2693763485396023,0.5708589655958077,0.5747322852586011
Epoch,Loss,Accuracy,Test Accuracy
1,0.49949090348198183,0.3257765626186679,0.3278271436166173
2,0.4922042678459874,0.33006759322548795,0.3322320953899901
3,0.48494603832292466,0.3344725449988608,0.33751044277360065
4,0.4776928378807812,0.3430166324903167,0.34696589959747853
5,0.4705182313365581,0.34905445431761223,0.35064935064935066
6,0.46336113381741817,0.3522822207032733,0.3553580922001975
7,0.45628580948568703,0.3582061213640161,0.360940229361282
8,0.4492561749264898,0.36348446874762663,0.366446419077998
9,0.44233076384780107,0.3699020277967646,0.37373737373737376
10,0.4354640245265534,0.37601579706842864,0.378825852510063
11,0.4287019569809815,0.3838763575605681,0.38626870205817576
12,0.42200062469501487,0.38820536188957244,0.3939393939393939
13,0.4153452456546961,0.39712918660287083,0.40054682159945315
14,0.4087788540019076,0.4038505354294828,0.4068504594820384
15,0.4022290696981378,0.4087871193134351,0.4098883572567783
16,0.3957099686435837,0.4118629908103592,0.4133059922533607
17,0.38923754936397154,0.41478696741854637,0.4158122579175211
18,0.382778301378247,0.41706539074960125,0.41634389002810057
19,0.3763138737260221,0.4178628389154705,0.4189640768588137
20,0.3698382691420304,0.42055897319055213,0.42166021113389535
Epoch,Loss,Accuracy,Test Accuracy
1,0.22283999794974868,0.5516062884483938,0.6313511050353156
2,0.12460940304092716,0.7420065314802157,0.804245462140199
3,0.09897544986682846,0.8184096605149237,0.8270676691729323
4,0.08932915976148674,0.8296878560036455,0.8397888661046555
5,0.08434454639029183,0.841687552213868,0.8452570820991874
6,0.08189461379816998,0.8479152426520847,0.8489785068732437
7,0.08054143757557862,0.8515986937039569,0.8524341155920103
8,0.07964784645557017,0.8528898002582214,0.853459406090985
9,0.07898801832339136,0.8559276980329612,0.8574466469203311
10,0.07845815585552945,0.855130249867092,0.8569150148097516
11,0.07802361576551961,0.8572188045872257,0.8577884104199893
12,0.07763927980785706,0.8577504366978052,0.8585099111414901
13,0.0772967038292369,0.8584719374193058,0.8582440950862004
14,0.07697782364727249,0.8588516746411483,0.8596491228070176
15,0.07668165330866908,0.8596111490848333,0.859876965140123
16,0.07640032769967259,0.8599908863066758,0.8603326498063341
17,0.07612775695945502,0.8602567023619655,0.8611680716943875
18,0.07586516793744541,0.8609782030834663,0.8613959140274929
19,0.07560692841068463,0.8613579403053088,0.861244019138756
20,0.07535540685520133,0.8613959140274929,0.8613959140274929
Epoch,Loss,Accuracy,Test Accuracy
1,0.21563457800910488,0.6306296043138149,0.8654211285790233
2,0.04811260743784959,0.916571732361206,0.945431761221235
3,0.03390391994113555,0.948659527606896,0.9598238019290651
4,0.028171614536058334,0.9609250398724083,0.9664692033113086
5,0.024328840696101795,0.9678362573099415,0.9704564441406547
6,0.02184743450469314,0.9718614718614719,0.9734943419153945
7,0.02042446067285074,0.9738361054150528,0.9755069491911598
8,0.019471882748888628,0.9763423710792132,0.9757347915242652
9,0.018836896293463655,0.9764183185235816,0.976152502468292
10,0.01836585782695252,0.9772537404116352,0.9768360294676084
11,0.017985147534486733,0.9779372674109517,0.9772157666894509
12,0.017699293621323258,0.9778233462443989,0.9785828206880839
13,0.017461599516449766,0.9780891622996886,0.9791144527986633
14,0.017259690148058317,0.9785448469658996,0.9799119009645325
15,0.017077384878965287,0.9788486367433736,0.9783929520771626
16,0.01688692991901785,0.9785068732437153,0.9782410571884256
17,0.016751517180870725,0.9785448469658996,0.97953216374269
18,0.01662857801359177,0.9784688995215312,0.9796081111870586
19,0.01649024293989603,0.9789245841877421,0.9790385053542948
20,0.01637318595531262,0.9788866104655578,0.9789625579099264
Epoch,Loss,Accuracy,Test Accuracy
1,0.45098791221788925,0.33397888661046554,0.3366750208855472
2,0.4489713023597252,0.3358395989974937,0.34218121060226325
3,0.45471858444723845,0.3274474063947748,0.3272955115060378
4,0.44602447374192294,0.3372826004404952,0.34058631427052477
5,0.4511169919211928,0.33192830561251613,0.32851067061593375
6,0.45010375080192233,0.3373585478848637,0.3409660514923673
7,0.45632539758409435,0.3279790385053543,0.3373585478848637
8,0.4508415555764355,0.33154856839067365,0.3341687552213868
9,0.45607069647599147,0.3332194121667806,0.3312447786131997
10,0.4486954051486137,0.3342447026657553,0.33139667350193663
11,0.4532190567696503,0.33443457127667653,0.3274094326725906
12,0.4532306610867588,0.33576365155312526,0.3318523581681476
13,0.45344614677380984,0.3321941216678059,0.3381559960507329
14,0.45641495488374206,0.3287385129490393,0.33864965443912814
15,0.452571622148162,0.33109288372446266,0.33819396977291716
16,0.45128880103839125,0.3332953596111491,0.33857370699475964
17,0.4523494029515764,0.3347383610541505,0.3318523581681476
18,0.44900958140917685,0.33796612743981164,0.32904230272651325
19,0.44725032988644003,0.3424090529353687,0.3297258297258297
20,0.4509409479690227,0.335725677830941,0.3225108225108225
Epoch,Loss,Accuracy,Test Accuracy
1,0.4524448580091129,0.3343206501101238,0.34392800182273864
2,0.4480750793886447,0.33420672894357106,0.334358623832308
3,0.45677304527656665,0.3328396749449381,0.32349813928761295
4,0.4497997477702197,0.33526999316473,0.3318523581681476
5,0.455215222527354,0.33014354066985646,0.33914331282752336
6,0.45433714124869473,0.32661198450672135,0.3274094326725906
7,0.453435810585899,0.33766233766233766,0.32919419761525026
8,0.4526648948458143,0.3318523581681476,0.3337130705551758
9,0.4547294187926152,0.3281309333940913,0.3373585478848637
10,0.45062297825015735,0.32949798739272423,0.32308042834358625
11,0.44878327588860234,0.3368648894964684,0.3262322472848789
12,0.45298755789069606,0.33302954355585934,0.33500417710944025
13,0.45446289659105976,0.33002961950330373,0.3323080428343586
14,0.45198002762706424,0.33561175666438825,0.3406622617148933
15,0.4562105303164168,0.3284347231715653,0.3304853041695147
16,0.4527347257913505,0.3306371990582517,0.3354978354978355
17,0.4564495409054054,0.33272575377838537,0.3303334092807777
18,0.44616671493417687,0.3390293916609706,0.3276752487278803
19,0.4497984666805518,0.3397888661046556,0.3362952836637047
20,0.4484333965218501,0.33864965443912814,0.32862459178248654
Epoch,Loss,Accuracy,Test Accuracy
1,0.5148361841973229,0.3950026581605529,0.2833599149388623
2,0.5115071017311156,0.3990658464342675,0.2828282828282828
3,0.5093549278232636,0.4023315865421129,0.28260044049517735
4,0.5076225451112039,0.40453406242879925,0.2827143616617301
5,0.5061333872106555,0.40654666970456443,0.28294220399483555
6,0.5048092937319649,0.40806561859193435,0.28305612516138834
7,0.5036058374901698,0.4098503835345941,0.2832459937723096
8,0.5024962092413999,0.4108377003113845,0.2832459937723096
9,0.5014622954835036,0.41167312219943797,0.2832839674944938
10,0.5004911646691947,0.4129262550315182,0.28339788866104654
11,0.49957275701831955,0.4141034404192299,0.2835118098275993
12,0.49869992778875616,0.41501480975165184,0.2835118098275993
13,0.4978670488349062,0.4159261790840738,0.2836637047163363
14,0.4970692783921657,0.4164578111946533,0.2838155996050733
15,0.4963026858953983,0.41729323308270677,0.2838915470494418
16,0.49556421447920684,0.417786891471102,0.28392952077162603
17,0.49485129037472525,0.4188881294144452,0.28408141566036305
18,0.49416161055676966,0.4202172096908939,0.2841953368269158
19,0.4934932225897002,0.4209766841345789,0.2842712842712843
20,0.4928443475575027,0.4216222374117111,0.284385205437837
Epoch,Loss,Accuracy,Test Accuracy
1,0.22159095825910333,0.629110655426445,0.8672818409660515
2,0.059842853302264847,0.903584719374193,0.9308118781802992
3,0.050610949273846725,0.9381787802840434,0.9439128123338649
4,0.04657197894379511,0.9488873699400016,0.9516594516594516
5,0.042146284903309586,0.9557226399331662,0.9600516442621706
6,0.037221743206170346,0.9630895420369104,0.9646844383686489
7,0.03301947967361725,0.9688615478089162,0.9708741550846814
8,0.029966780411838402,0.9718614718614719,0.9726589200273411
9,0.02777339436880158,0.9734183944710261,0.9735323156375788
10,0.026202583491294958,0.9736082630819473,0.9732664995822891
11,0.025078787620843857,0.9737601579706843,0.974025974025974
12,0.02422908486401159,0.973874079137237,0.9737981316928686
13,0.023604429400453097,0.9736842105263158,0.9740639477481583
14,0.023083006356664305,0.9742158426368953,0.974025974025974
15,0.022662655162128748,0.9742158426368953,0.974177868914711
16,0.022303353822017292,0.9744436849700008,0.9747095010252905
17,0.021993746461866116,0.9745576061365535,0.9750132908027644
18,0.021769286508052203,0.9748234221918433,0.9748993696362117
19,0.021578159618473855,0.9752031594136857,0.9752791068580542
20,0.021425421437729953,0.9755449229133439,0.9753170805802385
Epoch,Loss,Accuracy,Test Accuracy
1,0.5424756272718109,0.600858206121364,0.8426748689906585
2,0.21574687674834175,0.8773828510670616,0.911217437533227
3,0.1569427164461007,0.9200653148021569,0.9264449001291106
4,0.1403247092143639,0.9400015189488874,0.943760917445128
5,0.12974676944971972,0.9452039188881294,0.9446722867775499
6,0.12225900025090633,0.9481278954963166,0.9515075567707146
7,0.11661856669122367,0.9515455304928989,0.954621401989823
8,0.11223560912607562,0.9561023771550088,0.9576213260423787
9,0.10881669644334147,0.9593301435406698,0.9597478544846966
10,0.10611281605466336,0.961950330371383,0.9638110427584112
11,0.10396186333479063,0.9641148325358851,0.9648363332573859
12,0.10228700259402856,0.9655198602567023,0.966545150755677
13,0.10089679152832526,0.9673425989215463,0.9678742310321258
14,0.09977812686471169,0.9680261259208628,0.9689374952532848
15,0.09888044538809554,0.9685957317536265,0.9684058631427053
16,0.09808787729348357,0.9691653375863902,0.9695450748082327
17,0.09736492903758105,0.9700767069188122,0.9698868383078909
18,0.09675614792744461,0.9703804966962861,0.9702286018075492
19,0.09614641522869816,0.970494417862839,0.9708741550846814
20,0.0955851864479158,0.9700387331966279,0.9709880762512342
Epoch,Loss,Accuracy,Test Accuracy
1,0.48584028371541527,0.3433204222677907,0.34411787043365993
2,0.4835036393467847,0.3444976076555024,0.3453330295435559
3,0.4811714316415875,0.34578871420976687,0.34651021493126755
4,0.47884419343503754,0.34704184704184704,0.3477253740411635
5,0.47652997970546995,0.3481810587073745,0.3484468747626642
6,0.4742155406391583,0.3487886382623225,0.3492822966507177
7,0.47190709802143466,0.3496620338725602,0.34970000759474446
8,0.46960951356642666,0.3497379813169287,0.35007974481658694
9,0.4673155903481253,0.3508392192602719,0.35167464114832536
10,0.4650333522900685,0.35258601048074734,0.3533834586466165
11,0.46275646902123874,0.35448469658995974,0.355282144755829
12,0.46049033213152557,0.3558897243107769,0.3564213564213564
13,0.45823742353186614,0.3568010936431989,0.3572947520315941
14,0.45598845995260684,0.35763651553125236,0.35824409508620036
15,0.4537651296427613,0.3589276220855168,0.3592314118629908
16,0.45154168290428354,0.3597630439735703,0.360332649806334
17,0.4493346821103144,0.36109212425001896,0.3619655198602567
18,0.44714349312924495,0.36075036075036077,0.35919343814080656
19,0.44496351466541184,0.3594592541960963,0.3599529125844915
20,0.44280553078193086,0.36052251841725524,0.36116807169438747
Epoch,Loss,Accuracy,Test Accuracy
1,0.21074481066388462,0.6518189412926255,0.8649274701906281
2,0.056798209306415506,0.9040404040404041,0.9318371686792739
3,0.03896913472392006,0.9326725905673274,0.9400015189488874
4,0.03374859583521693,0.944368497000076,0.9614186982608035
5,0.03048960438546852,0.9581909318751424,0.9641148325358851
6,0.028215043691777384,0.9633173843700159,0.9662413609782031
7,0.026850907039500282,0.9650262018683071,0.9672666514771778
8,0.025988256640949912,0.9665831244778613,0.9673425989215463
9,0.025257488149999806,0.967760309865573,0.9683299156983367
10,0.024572376388879453,0.968671679197995,0.968823574086732
11,0.023976742910246568,0.9694691273638643,0.9714817346396294
12,0.023445007193235144,0.9707222601959444,0.9700007594744436
13,0.02295691410791364,0.9712538923065239,0.9714057871952608
14,0.022491765527328646,0.9720133667502089,0.9733804207488418
15,0.021945805107303415,0.9724310776942355,0.9725449988607884
16,0.02132216376154267,0.9739880003037897,0.9747095010252905
17,0.020421663169163266,0.9757347915242652,0.9762284499126604
18,0.019235105429102617,0.9770258980785297,0.9771018455228981
19,0.018116867419013732,0.9790764790764791,0.979684058631427
20,0.017382285406656005,0.9807852965747702,0.981506797296271
Epoch,Loss,Accuracy,Test Accuracy
1,0.20698999734014245,0.691311612364244,0.2676767676767677
2,0.15332963638189764,0.7758790916685654,0.2349813928761297
3,0.14993845473130316,0.7759550391129338,0.2149312675628465
4,0.14803817735551955,0.7728032201716413,0.22115895800106328
5,0.14650762165725031,0.7750436697805119,0.2284878863826232
6,0.14534338894365,0.77261335156072,0.25757575757575757
7,0.14411856369561404,0.7719298245614035,0.25487962330067593
8,0.14309522779875847,0.7738664843928001,0.24994303941672363
9,0.14223268190123808,0.7753474595579859,0.24394319131161235
10,0.14128757307887055,0.776448697501329,0.22442469810890864
11,0.14066739294266828,0.7763727500569606,0.22639933166248954
12,0.14000728013578778,0.7753854332801702,0.23513328776486672
13,0.13906117743604257,0.7786891471101998,0.25294296346927925
14,0.13860049754904932,0.7790688843320422,0.25351256930204297
15,0.13791672500297883,0.778575225943647,0.266347687400319
16,0.13747428543386558,0.7767145135566188,0.2697273486747171
17,0.13693490964587277,0.7802840434419381,0.26790461000987315
18,0.13661065382383628,0.7767904610009874,0.27314498367129947
19,0.13621326688965352,0.7808156755525176,0.2683982683982684
20,0.13608627062553147,0.7799043062200957,0.27515759094706466
Epoch,Loss,Accuracy,Test Accuracy
1,0.21190423939693503,0.646844383686489,0.878522062732589
2,0.051091362459956775,0.8997873471557682,0.9117110959216222
3,0.04011798998313938,0.918242576137313,0.9302042986253513
4,0.035936495617287414,0.9375332270069112,0.9473304473304474
5,0.033337319089285375,0.9573934837092731,0.969279258752943
6,0.03161747108009097,0.9696969696969697,0.9717095769727349
7,0.030199368711301647,0.9717855244171034,0.9735323156375788
8,0.028999696683459003,0.9743677375256322,0.9754310017467912
9,0.027775074428560073,0.9758866864130022,0.9763043973570289
10,0.026484029601808373,0.9763043973570289,0.9763043973570289
11,0.024848081475640268,0.976911976911977,0.9772157666894509
12,0.02292399598404338,0.9758866864130022,0.975848712690818
13,0.021703791206067396,0.9766081871345029,0.9767221083010557
14,0.021111508151508585,0.9770638718007139,0.9772917141338194
15,0.020814454466981623,0.9776714513556619,0.9779372674109517
16,0.020593693277894266,0.9780511885775044,0.9785068732437153
17,0.020473260001713536,0.9782410571884256,0.9788106630211894
18,0.0203645009327462,0.9785068732437153,0.9788486367433736
19,0.020252566248879073,0.9786587681324523,0.9789245841877421
20,0.02016994979316464,0.9788106630211894,0.9787347155768208
Epoch,Loss,Accuracy,Test Accuracy
1,0.42727922111685024,0.6299460773144984,0.8645857066909699
2,0.10183204257463672,0.9181286549707602,0.9401154401154401
3,0.07215609778884756,0.9540138224348751,0.9585706690969849
4,0.06003029424449325,0.9627477785372522,0.9628237259816207
5,0.05118151752246365,0.9676463886990203,0.9650641755904914
6,0.04545435450095717,0.9702665755297334,0.9698108908635225
